2.4.0
4.434
4900
11 0 3 68
11 1 2 69
11 2 1 69
11 3 0 69
11 4 2 68
11 5 1 68
11 10 0 68
11 11 2 67
11 12 1 67
11 13 0 67
11 14 3 66
11 15 2 66
11 16 1 66
11 17 0 66
11 18 2 65
11 19 0 64
11 20 0 65
11 21 1 65
11 26 1 64
11 27 2 64
11 28 0 63
11 29 1 63
11 30 2 63
11 31 3 63
11 32 3 64
11 33 4 63
11 34 5 63
11 35 6 63
11 36 4 64
11 37 5 64
11 41 6 64
11 42 3 65
11 43 4 65
11 44 5 65
11 45 6 65
11 46 4 66
11 47 5 66
11 48 6 66
11 49 3 67
11 50 4 67
11 51 5 67
11 52 6 68
11 53 6 67
11 58 5 68
11 59 4 68
11 60 6 69
11 61 5 69
11 62 4 69
11 63 3 69
12 0 10 68
12 1 9 69
12 2 8 69
12 3 7 69
12 4 9 68
12 5 8 68
12 10 7 68
12 11 9 67
12 12 8 67
12 13 7 67
12 14 10 66
12 15 9 66
12 16 8 66
12 17 7 66
12 18 9 65
12 19 7 64
12 20 7 65
12 21 8 65
12 26 8 64
12 27 9 64
12 28 7 63
12 29 8 63
12 30 9 63
12 31 10 63
12 32 10 64
12 33 11 63
12 34 12 63
12 35 13 63
12 36 11 64
12 37 12 64
12 41 13 64
12 42 10 65
12 43 11 65
12 44 12 65
12 45 13 65
12 46 11 66
12 47 12 66
12 48 13 66
12 49 10 67
12 50 11 67
12 51 12 67
12 52 13 68
12 53 13 67
12 58 12 68
12 59 11 68
12 60 13 69
12 61 12 69
12 62 11 69
12 63 10 69
13 0 17 68
13 1 16 69
13 2 15 69
13 3 14 69
13 4 16 68
13 5 15 68
13 10 14 68
13 11 16 67
13 12 15 67
13 13 14 67
13 14 17 66
13 15 16 66
13 16 15 66
13 17 14 66
13 18 16 65
13 19 14 64
13 20 14 65
13 21 15 65
13 26 15 64
13 27 16 64
13 28 14 63
13 29 15 63
13 30 16 63
13 31 17 63
13 32 17 64
13 33 18 63
13 34 19 63
13 35 20 63
13 36 18 64
13 37 19 64
13 41 20 64
13 42 17 65
13 43 18 65
13 44 19 65
13 45 20 65
13 46 18 66
13 47 19 66
13 48 20 66
13 49 17 67
13 50 18 67
13 51 19 67
13 52 20 68
13 53 20 67
13 58 19 68
13 59 18 68
13 60 20 69
13 61 19 69
13 62 18 69
13 63 17 69
14 0 24 68
14 1 23 69
14 2 22 69
14 3 21 69
14 4 23 68
14 5 22 68
14 10 21 68
14 11 23 67
14 12 22 67
14 13 21 67
14 14 24 66
14 15 23 66
14 16 22 66
14 17 21 66
14 18 23 65
14 19 21 64
14 20 21 65
14 21 22 65
14 26 22 64
14 27 23 64
14 28 21 63
14 29 22 63
14 30 23 63
14 31 24 63
14 32 24 64
14 33 25 63
14 34 26 63
14 35 27 63
14 36 25 64
14 37 26 64
14 41 27 64
14 42 24 65
14 43 25 65
14 44 26 65
14 45 27 65
14 46 25 66
14 47 26 66
14 48 27 66
14 49 24 67
14 50 25 67
14 51 26 67
14 52 27 68
14 53 27 67
14 58 26 68
14 59 25 68
14 60 27 69
14 61 26 69
14 62 25 69
14 63 24 69
15 0 31 68
15 1 30 69
15 2 29 69
15 3 28 69
15 4 30 68
15 5 29 68
15 10 28 68
15 11 30 67
15 12 29 67
15 13 28 67
15 14 31 66
15 15 30 66
15 16 29 66
15 17 28 66
15 18 30 65
15 19 28 64
15 20 28 65
15 21 29 65
15 26 29 64
15 27 30 64
15 28 28 63
15 29 29 63
15 30 30 63
15 31 31 63
15 32 31 64
15 33 32 63
15 34 33 63
15 35 34 63
15 36 32 64
15 37 33 64
15 41 34 64
15 42 31 65
15 43 32 65
15 44 33 65
15 45 34 65
15 46 32 66
15 47 33 66
15 48 34 66
15 49 31 67
15 50 32 67
15 51 33 67
15 52 34 68
15 53 34 67
15 58 33 68
15 59 32 68
15 60 34 69
15 61 33 69
15 62 32 69
15 63 31 69
16 0 38 68
16 1 37 69
16 2 36 69
16 3 35 69
16 4 37 68
16 5 36 68
16 10 35 68
16 11 37 67
16 12 36 67
16 13 35 67
16 14 38 66
16 15 37 66
16 16 36 66
16 17 35 66
16 18 37 65
16 19 35 64
16 20 35 65
16 21 36 65
16 26 36 64
16 27 37 64
16 28 35 63
16 29 36 63
16 30 37 63
16 31 38 63
16 32 38 64
16 33 39 63
16 34 40 63
16 35 41 63
16 36 39 64
16 37 40 64
16 41 41 64
16 42 38 65
16 43 39 65
16 44 40 65
16 45 41 65
16 46 39 66
16 47 40 66
16 48 41 66
16 49 38 67
16 50 39 67
16 51 40 67
16 52 41 68
16 53 41 67
16 58 40 68
16 59 39 68
16 60 41 69
16 61 40 69
16 62 39 69
16 63 38 69
17 0 45 68
17 1 44 69
17 2 43 69
17 3 42 69
17 4 44 68
17 5 43 68
17 10 42 68
17 11 44 67
17 12 43 67
17 13 42 67
17 14 45 66
17 15 44 66
17 16 43 66
17 17 42 66
17 18 44 65
17 19 42 64
17 20 42 65
17 21 43 65
17 26 43 64
17 27 44 64
17 28 42 63
17 29 43 63
17 30 44 63
17 31 45 63
17 32 45 64
17 33 46 63
17 34 47 63
17 35 48 63
17 36 46 64
17 37 47 64
17 41 48 64
17 42 45 65
17 43 46 65
17 44 47 65
17 45 48 65
17 46 46 66
17 47 47 66
17 48 48 66
17 49 45 67
17 50 46 67
17 51 47 67
17 52 48 68
17 53 48 67
17 58 47 68
17 59 46 68
17 60 48 69
17 61 47 69
17 62 46 69
17 63 45 69
18 0 52 68
18 1 51 69
18 2 50 69
18 3 49 69
18 4 51 68
18 5 50 68
18 10 49 68
18 11 51 67
18 12 50 67
18 13 49 67
18 14 52 66
18 15 51 66
18 16 50 66
18 17 49 66
18 18 51 65
18 19 49 64
18 20 49 65
18 21 50 65
18 26 50 64
18 27 51 64
18 28 49 63
18 29 50 63
18 30 51 63
18 31 52 63
18 32 52 64
18 33 53 63
18 34 54 63
18 35 55 63
18 36 53 64
18 37 54 64
18 41 55 64
18 42 52 65
18 43 53 65
18 44 54 65
18 45 55 65
18 46 53 66
18 47 54 66
18 48 55 66
18 49 52 67
18 50 53 67
18 51 54 67
18 52 55 68
18 53 55 67
18 58 54 68
18 59 53 68
18 60 55 69
18 61 54 69
18 62 53 69
18 63 52 69
19 0 59 68
19 1 58 69
19 2 57 69
19 3 56 69
19 4 58 68
19 5 57 68
19 10 56 68
19 11 58 67
19 12 57 67
19 13 56 67
19 14 59 66
19 15 58 66
19 16 57 66
19 17 56 66
19 18 58 65
19 19 56 64
19 20 56 65
19 21 57 65
19 26 57 64
19 27 58 64
19 28 56 63
19 29 57 63
19 30 58 63
19 31 59 63
19 32 59 64
19 33 60 63
19 34 61 63
19 35 62 63
19 36 60 64
19 37 61 64
19 41 62 64
19 42 59 65
19 43 60 65
19 44 61 65
19 45 62 65
19 46 60 66
19 47 61 66
19 48 62 66
19 49 59 67
19 50 60 67
19 51 61 67
19 52 62 68
19 53 62 67
19 58 61 68
19 59 60 68
19 60 62 69
19 61 61 69
19 62 60 69
19 63 59 69
20 0 66 68
20 1 65 69
20 2 64 69
20 3 63 69
20 4 65 68
20 5 64 68
20 10 63 68
20 11 65 67
20 12 64 67
20 13 63 67
20 14 66 66
20 15 65 66
20 16 64 66
20 17 63 66
20 18 65 65
20 19 63 64
20 20 63 65
20 21 64 65
20 26 64 64
20 27 65 64
20 28 63 63
20 29 64 63
20 30 65 63
20 31 66 63
20 32 66 64
20 33 67 63
20 34 68 63
20 35 69 63
20 36 67 64
20 37 68 64
20 41 69 64
20 42 66 65
20 43 67 65
20 44 68 65
20 45 69 65
20 46 67 66
20 47 68 66
20 48 69 66
20 49 66 67
20 50 67 67
20 51 68 67
20 52 69 68
20 53 69 67
20 58 68 68
20 59 67 68
20 60 69 69
20 61 68 69
20 62 67 69
20 63 66 69
21 0 3 61
21 1 2 62
21 2 1 62
21 3 0 62
21 4 2 61
21 5 1 61
21 10 0 61
21 11 2 60
21 12 1 60
21 13 0 60
21 14 3 59
21 15 2 59
21 16 1 59
21 17 0 59
21 18 2 58
21 19 0 57
21 20 0 58
21 21 1 58
21 26 1 57
21 27 2 57
21 28 0 56
21 29 1 56
21 30 2 56
21 31 3 56
21 32 3 57
21 33 4 56
21 34 5 56
21 35 6 56
21 36 4 57
21 37 5 57
21 41 6 57
21 42 3 58
21 43 4 58
21 44 5 58
21 45 6 58
21 46 4 59
21 47 5 59
21 48 6 59
21 49 3 60
21 50 4 60
21 51 5 60
21 52 6 61
21 53 6 60
21 58 5 61
21 59 4 61
21 60 6 62
21 61 5 62
21 62 4 62
21 63 3 62
22 0 10 61
22 1 9 62
22 2 8 62
22 3 7 62
22 4 9 61
22 5 8 61
22 10 7 61
22 11 9 60
22 12 8 60
22 13 7 60
22 14 10 59
22 15 9 59
22 16 8 59
22 17 7 59
22 18 9 58
22 19 7 57
22 20 7 58
22 21 8 58
22 26 8 57
22 27 9 57
22 28 7 56
22 29 8 56
22 30 9 56
22 31 10 56
22 32 10 57
22 33 11 56
22 34 12 56
22 35 13 56
22 36 11 57
22 37 12 57
22 41 13 57
22 42 10 58
22 43 11 58
22 44 12 58
22 45 13 58
22 46 11 59
22 47 12 59
22 48 13 59
22 49 10 60
22 50 11 60
22 51 12 60
22 52 13 61
22 53 13 60
22 58 12 61
22 59 11 61
22 60 13 62
22 61 12 62
22 62 11 62
22 63 10 62
23 0 17 61
23 1 16 62
23 2 15 62
23 3 14 62
23 4 16 61
23 5 15 61
23 10 14 61
23 11 16 60
23 12 15 60
23 13 14 60
23 14 17 59
23 15 16 59
23 16 15 59
23 17 14 59
23 18 16 58
23 19 14 57
23 20 14 58
23 21 15 58
23 26 15 57
23 27 16 57
23 28 14 56
23 29 15 56
23 30 16 56
23 31 17 56
23 32 17 57
23 33 18 56
23 34 19 56
23 35 20 56
23 36 18 57
23 37 19 57
23 41 20 57
23 42 17 58
23 43 18 58
23 44 19 58
23 45 20 58
23 46 18 59
23 47 19 59
23 48 20 59
23 49 17 60
23 50 18 60
23 51 19 60
23 52 20 61
23 53 20 60
23 58 19 61
23 59 18 61
23 60 20 62
23 61 19 62
23 62 18 62
23 63 17 62
24 0 24 61
24 1 23 62
24 2 22 62
24 3 21 62
24 4 23 61
24 5 22 61
24 10 21 61
24 11 23 60
24 12 22 60
24 13 21 60
24 14 24 59
24 15 23 59
24 16 22 59
24 17 21 59
24 18 23 58
24 19 21 57
24 20 21 58
24 21 22 58
24 26 22 57
24 27 23 57
24 28 21 56
24 29 22 56
24 30 23 56
24 31 24 56
24 32 24 57
24 33 25 56
24 34 26 56
24 35 27 56
24 36 25 57
24 37 26 57
24 41 27 57
24 42 24 58
24 43 25 58
24 44 26 58
24 45 27 58
24 46 25 59
24 47 26 59
24 48 27 59
24 49 24 60
24 50 25 60
24 51 26 60
24 52 27 61
24 53 27 60
24 58 26 61
24 59 25 61
24 60 27 62
24 61 26 62
24 62 25 62
24 63 24 62
25 0 31 61
25 1 30 62
25 2 29 62
25 3 28 62
25 4 30 61
25 5 29 61
25 10 28 61
25 11 30 60
25 12 29 60
25 13 28 60
25 14 31 59
25 15 30 59
25 16 29 59
25 17 28 59
25 18 30 58
25 19 28 57
25 20 28 58
25 21 29 58
25 26 29 57
25 27 30 57
25 28 28 56
25 29 29 56
25 30 30 56
25 31 31 56
25 32 31 57
25 33 32 56
25 34 33 56
25 35 34 56
25 36 32 57
25 37 33 57
25 41 34 57
25 42 31 58
25 43 32 58
25 44 33 58
25 45 34 58
25 46 32 59
25 47 33 59
25 48 34 59
25 49 31 60
25 50 32 60
25 51 33 60
25 52 34 61
25 53 34 60
25 58 33 61
25 59 32 61
25 60 34 62
25 61 33 62
25 62 32 62
25 63 31 62
26 0 38 61
26 1 37 62
26 2 36 62
